seed,C,x,acc
941851,0.03125,"[ 0.45109294 -0.52992195 -0.9167229   0.03613381  0.99919658  0.54664964
 -0.13839761  0.87714179 -0.00660457  0.03501731]",0.75
936159,0.03125,"[-0.32627351 -0.00881248 -0.35895377  0.02663185  0.95594042  0.09915751
  0.67855325  0.77831857  0.00938511  0.09270586]",0.796875
118334,0.03125,"[-0.54896133  0.99009267 -0.48444179  0.43377591 -0.92490089 -0.47754837
 -0.01261771 -0.96471346 -0.84223387 -0.01478089]",0.7291666666666666
108183,0.03125,"[-0.42278514 -0.30750703 -0.18188636 -0.98859515  0.80917627  0.47360325
 -0.18126954 -0.3006389   0.37241643  0.0996234 ]",0.7395833333333334
479829,0.03125,"[ 0.17727338 -0.66512351 -0.70090994 -0.59111903 -0.36357405  0.15235524
 -0.47790774 -0.37204502 -0.00525141 -0.01712996]",0.7708333333333334
773980,0.03125,"[-0.2685021  -0.2841537  -0.88164834  0.50519202  0.91234011  0.08235746
  0.70909346  0.18259461  0.00401469  0.02893953]",0.78125
910215,0.03125,"[-0.48018543 -0.92701257 -0.99979668 -0.82667263  0.83676466  0.16699653
  0.85237329 -0.5475297   0.20117602  0.02183771]",0.7135416666666666
895438,0.03125,"[ 0.66962707 -0.50969886 -0.33426426  0.00741632  0.98291926  0.18773551
  0.76913845 -0.69900501  0.33351064  0.10494206]",0.8177083333333334
228808,0.03125,"[-0.65357315 -0.33794    -0.97576416 -0.99587375  0.99995749  0.38457135
  0.73032111 -0.59017327  0.72401014  0.07361869]",0.8072916666666666
119632,0.03125,"[ 0.82713878  0.87286163  0.663291    0.70088161 -0.65341515  0.69555473
 -0.50800183 -0.84431451 -0.01141057 -0.02988514]",0.796875
745699,0.03125,"[-0.46659282  0.46633631 -0.09606665 -0.89936423 -0.73412322 -0.90608823
  0.14906872 -0.30683131 -0.15481358 -0.01118666]",0.765625
680352,0.03125,"[-0.99829151 -0.85476617  0.60071606 -0.78448975 -0.78725777 -0.7717245
 -0.50007048 -0.19295283 -0.42384172 -0.02243115]",0.7760416666666666
717830,0.03125,"[ 0.58395264  0.73420697  0.43075619 -0.96520323 -0.69910793 -0.61149503
  0.78483072 -0.63768468  0.04466063 -0.02175831]",0.7708333333333334
988865,0.03125,"[-0.97215349 -0.98829369  0.55478402  0.81777055  0.99973268  0.37811794
 -0.23568369  0.98848483 -0.01701377  0.09110969]",0.8020833333333334
842375,0.03125,"[-0.4006429   0.46837133  0.83686508  0.33522837 -0.88839923  0.34524123
 -0.64280049 -0.31281872  0.02783284 -0.04244508]",0.765625
750994,0.03125,"[ 0.63120081 -0.56651843 -0.74198284 -0.97753997  0.88005222  0.53323469
 -0.94283815  0.59122622  0.12116141  0.0611639 ]",0.765625
719354,0.03125,"[-0.08097179  0.21487911 -0.76890083  0.26387357  0.98174635 -0.2210246
  0.98790326  0.63750068  0.28533371  0.0718009 ]",0.7864583333333334
329909,0.03125,"[-0.94458332 -0.95864397 -0.65925952  0.42068869  0.97964979 -0.86601785
  0.97662905  0.34592893  0.09222809  0.09571469]",0.7916666666666666
599749,0.03125,"[ 0.62085632 -0.98908057 -0.66170661 -0.18997289  0.92070828 -0.26847709
 -0.08526948  0.56191713  0.13953387  0.02784592]",0.7604166666666666
328876,0.03125,"[ 0.99883903 -0.34660816  0.94367945  0.24117029 -0.7909811  -0.61123789
  0.47019775 -0.37488693 -0.12077642 -0.02293307]",0.7760416666666666
161269,0.03125,"[ 0.54726804  0.5505157  -0.99780178 -0.98554444  0.94852242  0.75873569
 -0.74253248  0.98774384  0.05674203  0.02052454]",0.7083333333333334
422522,0.03125,"[ 0.30925673 -0.08898306  0.88386126 -0.04037066 -0.76432245 -0.08233945
 -0.15681198 -0.090084   -0.22807161 -0.00482535]",0.7604166666666666
858762,0.03125,"[-0.55856098  0.16409102 -0.99655695 -0.97652684  0.87948992  0.72152857
 -0.01324209  0.20205231  0.17660193  0.11091643]",0.7708333333333334
195498,0.03125,"[ 0.69662208 -0.00391268 -0.35089474 -0.81925067  0.96818072  0.6280567
  0.93984699  0.32457716 -0.03140532  0.05054044]",0.765625
167992,0.03125,"[ 0.85920975 -0.99762477  0.56436504  0.23093583  0.97502083  0.23060712
  0.74189612 -0.2934427   0.34504855  0.02532678]",0.7708333333333334
452798,0.03125,"[-0.27409127  0.43249314  0.62022492  0.68868668 -0.93816719 -0.74392663
  0.2346347  -0.92293727 -0.20955466 -0.01922838]",0.7552083333333334
928982,0.03125,"[-0.10568767 -0.22440641 -0.30392726  0.54445215 -0.58369097 -0.14311684
 -0.93229221 -0.34547949  0.16770437 -0.02834231]",0.7552083333333334
930767,0.03125,"[ 0.97768707 -0.9958767   0.97830406  0.999403   -0.6950937   0.18999784
 -0.55242563  0.2660578  -0.0347548  -0.03820655]",0.796875
281191,0.03125,"[ 0.35986731 -0.90003892  0.96191786 -0.62333008  0.99861441  0.97957908
  0.97979702 -0.40612235  0.09459553  0.054776  ]",0.765625
837153,0.03125,"[ 0.09789368  0.00993606  0.63367939  0.89628229 -0.98108211 -0.93846144
 -0.74562784  0.10866113 -0.29881707 -0.11344664]",0.7864583333333334
941851,0.125,"[-0.79029232  0.94418878  0.99938885  0.98900252 -0.83738713 -0.71635645
 -0.38335786  0.61165137  0.23792823 -0.58400714]",0.7447916666666666
936159,0.125,"[ 0.97553919 -0.68673892  0.9655458  -0.6612614  -0.97419334  0.12108675
  0.99999932 -0.72006607 -0.69882932 -0.19804237]",0.7916666666666666
118334,0.125,"[-0.672484   -0.63925449  0.76067565 -0.5863156   0.96285686  0.56114825
  0.60404784  0.6765511   0.68361257  0.06161312]",0.7447916666666666
108183,0.125,"[-0.51613782 -0.42635976 -0.86188686 -0.90652226  0.97123995 -0.13353962
  0.77431005  0.5158989   0.85686973  0.61847786]",0.7395833333333334
479829,0.125,"[ 0.12502114  0.80054873 -0.83055072  0.43064833 -0.74916311 -0.99985599
 -0.3071283  -0.07955838 -0.37062477 -0.12763652]",0.765625
773980,0.125,"[-0.20480583 -0.10949031 -0.96075316 -0.36435261  0.99253184  0.99987253
  0.28664     0.69086462  0.16250025  0.13127251]",0.7760416666666666
910215,0.125,"[-0.9425078  -0.94918282 -0.06377806 -0.66993789  0.92473306  0.08308416
 -0.83191328  0.94251126  0.35897121  0.08553715]",0.7135416666666666
895438,0.125,"[-0.27043056 -0.03489264 -0.6922457  -0.34665329  0.57628226  0.83971011
  0.78379784  0.0928382   0.12504156  0.54558985]",0.8177083333333334
228808,0.125,"[ 0.56850655 -0.63724473  0.1872509  -0.59037431  0.8332856  -0.13603545
  0.90772722  0.81125636  0.84112229  0.22568145]",0.8072916666666666
119632,0.125,"[ 0.63075419 -0.12989652 -0.49623945 -0.56625021  0.92809466  0.31475219
  0.63901602  0.30240139  0.70117494  0.12938668]",0.796875
745699,0.125,"[-0.99155786 -0.99980183  0.0365827   0.26380497  0.96583187  0.65092944
 -0.7386289   0.28269269  0.5677179   0.04865746]",0.765625
