dataset;seed;C;n_coefs;F;X_valid_bas;X_valid_itr;X_valid_nsv;X_test_bas;X_test_itr;X_test_nsv
pima;35634;0.03125;4;0.7301749982397467;0.7359593023255814;297.2;0.5452014306293776;0.7162962962962962;579.0;0.5342019543973942
pima;37134;0.03125;4;0.7005409724009087;0.7079332779623477;613.8;0.5667751229447121;0.7605555555555557;718.0;0.5537459283387622
pima;37448;0.03125;4;0.7401229498558716;0.7451550387596898;139.0;0.5407182951666584;0.6998148148148149;168.0;0.5276872964169381
pima;37837;0.03125;4;0.732672177127208;0.7382295127353267;214.8;0.5631074793436326;0.6935185185185185;237.0;0.5504885993485342
pima;3786;0.03125;4;0.7201112514208164;0.7258873200442968;155.4;0.6229678936300564;0.6992592592592592;192.0;0.6058631921824105
pima;38297;0.03125;4;0.7299369193889764;0.7356741417497231;171.0;0.6095309058996904;0.7262962962962962;205.0;0.5928338762214984
pima;39750;0.03125;4;0.7486841601390971;0.7545681063122924;160.2;0.6335485900683854;0.6707407407407407;194.0;0.6123778501628665
pima;41856;0.03125;4;0.7293789877985306;0.7359980620155039;382.8;0.6001556471776531;0.712037037037037;601.0;0.5912052117263844
pima;42750;0.03125;4;0.7325938109178185;0.738250276854928;176.6;0.5965029059659233;0.7177777777777778;217.0;0.5846905537459284
pima;44271;0.03125;4;0.7365271602321356;0.7428557585825027;290.0;0.6160407663139769;0.7092592592592593;329.0;0.6009771986970684
pima;46810;0.03125;4;0.7325478196500145;0.7391860465116279;509.4;0.5321742586061299;0.7462962962962962;494.0;0.5179153094462541
pima;47079;0.03125;4;0.7099916782533269;0.7157558139534883;204.8;0.5940580862020433;0.7505555555555556;249.0;0.5781758957654723
pima;48499;0.03125;4;0.7361472281531588;0.742533222591362;220.6;0.6616445614557979;0.6942592592592592;267.0;0.6400651465798045
pima;49870;0.03125;4;0.7327820366210932;0.7389479512735326;311.2;0.584285430430679;0.6977777777777778;416.0;0.5716612377850163
pima;50575;0.03125;4;0.7266486353030526;0.7326605758582503;220.0;0.6160440779560544;0.7127777777777777;275.0;0.6009771986970684
pima;51869;0.03125;4;0.7049226245935497;0.710968992248062;256.2;0.6001606146407698;0.8068518518518519;302.0;0.5879478827361564
pima;52306;0.03125;4;0.7175025829354693;0.7233665559246953;258.4;0.5765403275214014;0.6914814814814815;302.0;0.5732899022801303
pima;54551;0.03125;4;0.7160627387723424;0.7223837209302325;245.8;0.6396610534333449;0.7640740740740741;309.0;0.6286644951140065
pima;57556;0.03125;4;0.7531343624324073;0.7590586932447396;378.0;0.5175078237544086;0.7142592592592593;512.0;0.50814332247557
pima;57967;0.03125;4;0.7305373498845098;0.7365849944629014;268.2;0.5936507542264832;0.717037037037037;339.0;0.5798045602605864
pima;59520;0.03125;4;0.730302798445373;0.7359717607973423;222.6;0.5724819101551504;0.717037037037037;291.0;0.5651465798045603
pima;63495;0.03125;4;0.7230514880958245;0.7292123477297896;245.6;0.6201091186064611;0.7277777777777779;304.0;0.6123778501628665
pima;68043;0.03125;4;0.7334292960008088;0.739811738648948;244.0;0.6482084016359513;0.7235185185185186;313.0;0.6254071661237784
pima;68520;0.03125;4;0.7390167241479116;0.7450415282392027;201.6;0.6278459424105443;0.7077777777777778;234.0;0.6091205211726385
pima;70134;0.03125;4;0.7287302641518879;0.7398200442967886;796.4;0.9193805573493616;0.6814814814814815;1000.0;0.9120521172638436
pima;71476;0.03125;4;0.7297927309643555;0.7358319490586932;296.4;0.5769493153180003;0.7092592592592593;374.0;0.5651465798045603
pima;71477;0.03125;4;0.7304267667675007;0.7360700442967885;207.4;0.5777722583743149;0.6764814814814815;242.0;0.5651465798045603
pima;71675;0.03125;4;0.7319920411745618;0.7380301771871538;221.4;0.6184831023462984;0.6992592592592592;257.0;0.6074918566775245
pima;74740;0.03125;4;0.7205318283631961;0.7262610741971207;215.4;0.5838847217392744;0.7177777777777778;276.0;0.5732899022801303
pima;74923;0.03125;4;0.7514920576865121;0.7576176633444076;262.0;0.6066688192340172;0.665;319.0;0.5977198697068404
pima;75916;0.03125;4;0.7141197356911106;0.7203986710963454;312.0;0.5977199344294869;0.7377777777777779;393.0;0.5977198697068404
pima;78578;0.03125;4;0.7310903643960989;0.7365420819490586;148.2;0.5871375821701191;0.7112962962962963;184.0;0.5732899022801303
pima;79959;0.03125;4;0.7336766002118992;0.7395348837209302;225.6;0.5940638815756792;0.6622222222222223;262.0;0.5716612377850163
pima;80300;0.03125;4;0.7361161212653563;0.7417151162790697;213.0;0.5692232543506698;0.617962962962963;276.0;0.5602605863192183
pima;80573;0.03125;4;0.7118204121977282;0.7183028792912515;446.4;0.548046959084662;0.7925925925925926;677.0;0.5407166123778502
pima;82876;0.03125;4;0.7223974489046591;0.7283402547065337;291.2;0.5679987746924312;0.7412962962962963;335.0;0.5586319218241043
pima;85035;0.03125;4;0.7342531457833378;0.7403723698781839;227.6;0.6249962744026626;0.7042592592592593;298.0;0.6140065146579805
pima;87498;0.03125;4;0.7427063731800093;0.7480121816168328;148.2;0.569219942708592;0.645;179.0;0.5472312703583062
pima;87605;0.03125;4;0.7310719018463734;0.7369629014396455;196.2;0.6144147500538142;0.7405555555555556;241.0;0.5879478827361564
pima;89597;0.03125;4;0.7172432932501206;0.7232212070874862;237.4;0.6021989303396088;0.7425925925925927;287.0;0.5928338762214984
pima;91937;0.03125;4;0.7362689002590206;0.7417621816168327;153.0;0.5895749507393241;0.7112962962962963;179.0;0.5700325732899023
pima;95531;0.03125;4;0.7361047977879415;0.7418341638981174;294.6;0.539899491662941;0.6757407407407408;315.0;0.5309446254071661
pima;95674;0.03125;4;0.7350497951244584;0.7398491140642303;137.4;0.5130230324706506;0.707037037037037;172.0;0.50814332247557
pima;96728;0.03125;4;0.736721302644447;0.7421663898117387;152.6;0.5838789263656384;0.6607407407407407;184.0;0.5700325732899023
pima;98297;0.03125;4;0.7434944925714063;0.7486752491694352;144.0;0.5561969102379415;0.6635185185185186;171.0;0.5407166123778502
pima;10070;0.03125;5;0.7350532829446141;0.7408319490586932;247.6;0.5720646432533572;0.6672222222222222;311.0;0.5635179153094463
pima;13150;0.03125;5;0.7195902750159817;0.7254623477297896;216.2;0.600979418144487;0.7162962962962962;251.0;0.5781758957654723
pima;13652;0.03125;5;0.7353003960010327;0.7409800664451827;159.0;0.6091301972082858;0.6962962962962963;187.0;0.5960912052117264
