seed,C,x,acc
941851,0.03125,"[ 0.63179081  0.44127321 -0.9998696  -0.15633942 -0.24257561  0.70919296
  0.90430196 -0.04322783 -0.17231104  0.64804831 -0.37960417  0.35290405
  0.00344026  0.0075625 ]",0.8536585365853658
936159,0.03125,"[ 0.02211189  0.63683391  0.67359667  0.27910245 -0.36727074  0.28119513
 -0.65379484 -0.036688   -0.97970994  0.18063386 -0.28107312 -0.74958018
 -0.49215781 -0.04007363]",0.8536585365853658
118334,0.03125,"[-0.37323291  0.37728904  0.16951426 -0.30681884  0.22226417  0.29035239
 -0.90973555  0.98782544 -0.9701682  -0.94553991 -0.91943049 -0.90836735
 -0.88520876 -0.01335672]",0.926829268292683
108183,0.03125,"[-0.42586725  0.91183868  0.108361   -0.11102652 -0.8723494  -0.81507779
  0.90422205 -0.10863517 -0.1918442   0.30611485 -0.40541353  0.32875749
  0.16925962  0.0079788 ]",0.9024390243902439
479829,0.03125,"[-0.99912767  0.90658838 -0.76928868  0.98007209 -0.09245243  0.55336653
 -0.83341123 -0.9137337  -0.70171275 -0.17351749 -0.81396164 -0.23268745
 -0.25560879 -0.00979184]",0.9024390243902439
773980,0.03125,"[ 0.99249679 -0.6280931  -0.88796092  0.36964318  0.89596627  0.75790742
  0.9370936  -0.98764397  0.88695649 -0.49609479  0.93252363  0.88256465
 -0.06617688  0.02015582]",0.8536585365853658
910215,0.03125,"[ 0.98953717  0.9347378   0.298272    0.37715423  0.58921402  0.89956657
 -0.99388347 -0.78520319  0.42553445 -0.98983559 -0.98614093  0.43386183
 -0.42957451 -0.01687988]",0.7560975609756098
895438,0.03125,"[-0.9996413  -0.88404141 -0.99810271  0.21391601 -0.37599109  0.83276594
  0.78634163  0.91668732 -0.64144468  0.7780102   0.98317703  0.71641628
 -0.11612305  0.00474086]",0.8048780487804879
228808,0.03125,"[-0.2997584   0.99909836 -0.88377074 -0.38842276  0.00268114 -0.64427026
  0.73655118  0.76503242 -0.56988842  0.98129575  0.45075764  0.11880307
 -0.05872736  0.01031913]",0.8536585365853658
119632,0.03125,"[-0.86879325  0.87369412  0.73425068  0.96772921 -0.4296425  -0.62835244
 -0.74970883  0.68319622 -0.98449104  0.69511773 -0.78551923 -0.82535246
 -0.41566725 -0.01975223]",0.8536585365853658
745699,0.03125,"[-0.65824108  0.31192532 -0.28060082 -0.15677868  0.30176162 -0.95051217
  0.72327194  0.57902669  0.3048489   0.10708642  0.16716998  0.56919529
 -0.05750435  0.01837352]",0.8780487804878049
680352,0.03125,"[-0.32027421  0.70879976 -0.87212138 -0.58953845 -0.22656255  0.01305782
 -0.97210964  0.92527253 -0.01140612 -0.90126584 -0.95488256 -0.43958114
 -0.23926897 -0.02609618]",0.9024390243902439
717830,0.03125,"[-0.59402597 -0.02873082 -0.64383897 -0.92119367 -0.21283708 -0.72142767
  0.83861863 -0.19912146  0.45386914 -0.16578069  0.72726173  0.66052101
  0.66244104  0.02074335]",0.8536585365853658
988865,0.03125,"[-0.9486474  -0.81782855  0.9561337  -0.53407881  0.53528781 -0.66188959
 -0.69612732 -0.88883369  0.4284521   0.82099325 -0.85701912 -0.50967497
  0.04629871 -0.02415619]",0.7560975609756098
842375,0.03125,"[-0.3493138   0.04152053  0.34412434 -0.32807623  0.32844514  0.44225878
  0.81853429  0.99133962 -0.35215229  0.49878525  0.40047993  0.93349795
 -0.05212026  0.01089085]",0.8536585365853658
750994,0.03125,"[-0.48534016 -0.60513632 -0.05615083  0.51253697 -0.32592954 -0.74473411
  0.27731768  0.47961684  0.39874792  0.64321441  0.0505441   0.39439909
 -0.12067465  0.01565537]",0.8292682926829268
719354,0.03125,"[ 0.73525009  0.34770491  0.1287786   0.9494679  -0.48129898 -0.51645976
 -0.99166953  0.23193685 -0.72165647 -0.02860197 -0.40003419 -0.77532076
 -0.31657856 -0.03130994]",0.9024390243902439
329909,0.03125,"[ 0.27817138 -0.07002301 -0.9975273   0.99990117 -0.10223853 -0.00995751
  0.98352012 -0.87984625  0.95029196  0.74641542 -0.46821696  0.72554678
  0.12685819  0.02886721]",0.9512195121951219
599749,0.03125,"[-0.18660116 -0.90070272 -0.03617193  0.27381956 -0.84887575  0.37973265
  0.86724762  0.92043959  0.98657166  0.99938024 -0.98930862  0.97645046
  0.09775833  0.00854848]",0.8780487804878049
328876,0.03125,"[-0.01853901 -0.97363623  0.82579681  0.99565034  0.18726467 -0.33287765
 -0.8250935   0.1243004  -0.95221793 -0.13908034 -0.65277028 -0.99641187
  0.00647847 -0.02141169]",0.8292682926829268
161269,0.03125,"[-0.98029315  0.20180443 -0.99576461 -0.13045919  0.66741785  0.81723626
 -0.98605273 -0.99299514 -0.86473376  0.99631248 -0.99860956 -0.77228737
 -0.17034973 -0.03544483]",0.8536585365853658
422522,0.03125,"[-0.58396651  0.6754282   0.87955767 -0.98386797 -0.28914955  0.9218193
 -0.80197123 -0.30161564 -0.29353362 -0.98225626  0.11443662 -0.05613845
 -0.27347015 -0.00991119]",0.8536585365853658
858762,0.03125,"[ 0.23426958  0.9449933   0.09532741  0.5792813  -0.92621307 -0.57572249
  0.892094    0.66870859 -0.443086   -0.96923718  0.97977585  0.94887815
 -0.18092772  0.04369612]",0.8292682926829268
195498,0.03125,"[-0.48568767  0.28626252 -0.1114432  -0.72697444  0.7975071  -0.01560396
 -0.81081939  0.06059974  0.75592147 -0.99348045 -0.96655444 -0.23471343
 -0.23871878 -0.01356226]",0.7804878048780488
167992,0.03125,"[ 0.80244587  0.93791789  0.15723419 -0.72731041 -0.63777772 -0.99993587
 -0.91652818 -0.43340433 -0.96584982 -0.99722886 -0.56295067 -0.72568985
 -0.35352509 -0.03920889]",0.8536585365853658
452798,0.03125,"[ 0.85757047  0.12730693 -0.99094629 -0.7555445  -0.5056874  -0.93249413
  0.85336055  0.46583544  0.47615842  0.48066545  0.41643972  0.11756353
  0.39446461  0.0024656 ]",0.8536585365853658
928982,0.03125,"[ 0.38933475 -0.46116957 -0.68024694 -0.72488253 -0.10685937  0.99806077
 -0.53630048 -0.25884488 -0.5234371  -0.80150866 -0.61193575 -0.2184765
  0.06919426 -0.0077624 ]",0.8048780487804879
930767,0.03125,"[-0.89712054 -0.27958145 -0.56317387  0.32386263 -0.98767664  0.08632094
  0.99568     0.31544377  0.55421044 -0.57729614 -0.4336084   0.71937237
  0.526463    0.01401269]",0.9024390243902439
281191,0.03125,"[-0.83421404 -0.35273603  0.29946551  0.10299221 -0.774286    0.12152643
 -0.9927106   0.62578729  0.06516813  0.40058913  0.35898538 -0.99792848
 -0.65966294 -0.02535644]",0.8780487804878049
837153,0.03125,"[-0.24657684  0.27284742  0.15524072 -0.81172657  0.56042367  0.46796068
 -0.66737056  0.16523723 -0.03309314 -0.71696248 -0.33463903 -0.3236302
 -0.47855853 -0.02548954]",0.9024390243902439
941851,0.125,"[-0.65574937  0.05826279  0.97537933  0.85766136  0.21615801 -0.50266821
  0.92998726  0.96052402 -0.92164446  0.82644864  0.99756016  0.48433539
  0.87747495  0.0607445 ]",0.8048780487804879
936159,0.125,"[ 0.02845087 -0.96616454 -0.46031187  0.90859297  0.64193926  0.4190247
 -0.99572983 -0.37380032  0.13001808  0.99999065 -0.94404416 -0.91914852
 -0.71091861 -0.13069846]",0.8536585365853658
118334,0.125,"[ 0.12032229 -0.68497553 -0.42960668  0.16050394 -0.44657948  0.22231558
  0.88932273  0.98605929 -0.32431215  0.72113922 -0.30983872  0.3324154
  0.83701017  0.03465639]",0.8536585365853658
