seed,C,x,acc
941851,0.03125,"[ 0.57411381  0.94104296 -0.08948412 -0.86428096  0.7991086  -0.49601983
 -0.38972747 -0.04237084]",0.958041958041958
936159,0.03125,"[ 0.70757283  0.99995559  0.52144808 -0.98245254 -0.08192745 -0.28778814
 -0.23444038 -0.08534559]",0.986013986013986
118334,0.03125,"[ 0.10433598  0.15254833  0.36530064 -0.968106   -0.99203173 -0.60540561
  0.03179976 -0.01970851]",0.965034965034965
108183,0.03125,"[ 0.1002691  -0.04801286  0.06915823  0.80584685  0.16078635  0.58957719
  0.55164442  0.03765877]",0.986013986013986
479829,0.03125,"[ 0.53438587  0.09042826  0.3833641  -0.95267295 -0.61780175  0.11834549
 -0.01349323 -0.01215889]",0.993006993006993
773980,0.03125,"[ 0.51721874  0.59955497  0.88856327 -0.72849962  0.24469648 -0.00477881
 -0.24943614 -0.21177219]",0.972027972027972
910215,0.03125,"[-0.79395464 -0.33070021  0.1627705  -0.95662231 -0.26031897 -0.06498938
 -0.41879134 -0.02387088]",0.972027972027972
895438,0.03125,"[ 0.10149073  0.2268987  -0.41858771  0.9651807   0.03222066  0.52642996
 -0.03389484  0.05590036]",0.986013986013986
228808,0.03125,"[ 0.93877769 -0.99859792 -0.68892227  0.97422063  0.85038041 -0.47276554
  0.06417467  0.04861844]",0.965034965034965
119632,0.03125,"[ 0.76460645  0.5970473   0.60847334 -0.93795606 -0.33986341  0.7068373
 -0.68639364 -0.03624048]",0.993006993006993
745699,0.03125,"[ 0.70462891 -0.55672356  0.56963117 -0.77226577 -0.75303724 -0.79761299
  0.03103847 -0.01616022]",0.972027972027972
680352,0.03125,"[ 0.68634228 -0.42976746 -0.1835002  -0.70006051  0.09042448 -0.63224473
  0.09994115 -0.03238433]",0.986013986013986
717830,0.03125,"[ 0.2433358   0.00686412 -0.61892301 -0.98888893 -0.7695291  -0.28944321
 -0.30298598 -0.0345181 ]",0.9790209790209791
988865,0.03125,"[-0.18499494  0.47245313 -0.31966707  0.91020786  0.09575828  0.31763023
 -0.06636191  0.05053263]",0.958041958041958
842375,0.03125,"[ 0.993117   -0.52159957  0.54965477 -0.96397676  0.00207266 -0.60564337
  0.08105664 -0.06843655]",0.9790209790209791
750994,0.03125,"[-0.91047883  0.01067449  0.55217376 -0.96681038 -0.19081275 -0.36244358
  0.06247233 -0.01282249]",0.972027972027972
719354,0.03125,"[ 0.90979271  0.79158423 -0.35272273 -0.74433842 -0.37823431  0.05622107
 -0.98584464 -0.03996628]",0.958041958041958
329909,0.03125,"[-0.99288267  0.35666579 -0.17616646  0.7933112   0.71566911 -0.22241724
  0.34391705  0.02316416]",0.986013986013986
599749,0.03125,"[-0.73392689 -0.75040777 -0.05739679  0.82918402  0.81050706 -0.75748542
  0.24161587  0.04666351]",0.986013986013986
328876,0.03125,"[ 0.30080077 -0.7439285  -0.99914588  0.98222686 -0.04132789 -0.64492663
  0.85078725  0.12076611]",0.9790209790209791
161269,0.03125,"[-0.04286865 -0.10603249  0.90197968  0.98162289 -0.10517276  0.94587695
 -0.09197989  0.0247453 ]",0.9790209790209791
422522,0.03125,"[-0.11748509 -0.30904874 -0.26844501 -0.88888099  0.57712101 -0.84422815
  0.15185524 -0.02850778]",0.972027972027972
858762,0.03125,"[ 0.30314304  0.61508425 -0.16297818 -0.8480403   0.2185602  -0.08014368
 -0.39011641 -0.07330883]",0.958041958041958
195498,0.03125,"[ 0.69094483  0.21232615 -0.58460685 -0.86450305 -0.97614454 -0.45784198
 -0.53114351 -0.0255014 ]",0.958041958041958
