seed,C,x,acc
941851,0.03125,"[ 0.95913873 -0.24102616 -0.66128379 -0.9616786  -0.9724911   0.2477909
 -0.00406716 -0.43034106 -0.79193422 -0.01591833]",0.9431818181818182
936159,0.03125,"[-0.44502713 -0.99773805 -0.53740713 -0.99977804  0.99894015  0.88490162
  0.73987174  0.5992588   0.70279812  0.04733348]",0.9545454545454546
118334,0.03125,"[ 0.99999939 -0.24211934  0.99936044  0.98769109  0.99540794  0.75759369
  0.30674935  0.00954153  0.92683033  0.02198956]",0.8977272727272727
108183,0.03125,"[ 0.8272233  -0.94233108  0.90670394 -0.77733612 -0.65452142  0.27971175
 -0.81703922 -0.82532751  0.06350889 -0.0258363 ]",0.9431818181818182
479829,0.03125,"[ 0.76116647  0.97488845 -0.70317737 -0.59909704  0.99728356 -0.72639988
  0.0523047   0.98750577  0.24819068  0.04244561]",0.9545454545454546
773980,0.03125,"[-0.79033821 -0.21306636  0.24634892 -0.0098825  -0.27570619 -0.84192172
  0.00441347  0.19652423 -0.38151371 -0.55300474]",0.6590909090909091
910215,0.03125,"[ 0.97296855 -0.02243801  0.00841219 -0.43312376  0.96051063  0.32710128
  0.99866509 -0.05031834  0.15497664  0.03007863]",0.9431818181818182
895438,0.03125,"[ 0.49183482  0.83902618  0.34539786  0.23035017  0.59581666  0.21263744
  0.16430601  0.573695   -0.06938321  0.01625297]",0.9772727272727273
228808,0.03125,"[ 0.28820714 -0.78286598  0.26962011 -0.82631939  0.78681031 -0.87863766
  0.59995696  0.59480372  0.01540424  0.00725204]",0.9545454545454546
119632,0.03125,"[ 0.4458067  -0.47561359  0.80072558  0.55973376 -0.86540918 -0.12027855
 -0.11638017 -0.38562592 -0.09067934 -0.01474714]",0.9659090909090909
745699,0.03125,"[-0.03988609  0.20441017 -0.24297469 -0.49407543 -0.95445068 -0.15338413
 -0.34345224 -0.98588208  0.14299437 -0.03149651]",0.9545454545454546
680352,0.03125,"[-0.03471916  0.48681865 -0.13684136 -0.11670765 -0.89279    -0.84855985
 -0.17426599  0.39336502 -0.62863527 -0.03160653]",0.9318181818181818
717830,0.03125,"[ 0.89196376  0.03188408 -0.6917247  -0.39432054  0.90861183  0.2337186
  0.24126375  0.63002902 -0.06902868  0.01584571]",0.9431818181818182
988865,0.03125,"[ 0.66111537  0.32196271  0.81450877  0.4116912  -0.83158964  0.79194597
 -0.99949772 -0.99853082 -0.05313956 -0.04814532]",0.9545454545454546
842375,0.03125,"[ 0.41401449  0.0803581  -0.00780328  0.9498369  -0.93792138  0.0343799
 -0.95723829 -0.93290954  0.02821386 -0.0292602 ]",0.9431818181818182
750994,0.03125,"[-0.23980701 -0.09063374  0.87467768 -0.61834063 -0.84929458  0.79695315
 -0.68256714 -0.9538569  -0.25643006 -0.03221435]",0.9659090909090909
719354,0.03125,"[-0.36960967 -0.62109394  0.25265227  0.68143981 -0.82961839 -0.89495852
 -0.2217523  -0.44593782  0.09949404 -0.01766452]",0.9545454545454546
329909,0.03125,"[-0.74030243  0.18951635  0.99474823 -0.05001336  0.99915841  0.00561485
  0.90147204  0.05607372  0.90669512  0.01527077]",0.9545454545454546
599749,0.03125,"[ 0.9995532   0.888227    0.0250143   0.34582669  0.58717173 -0.76858511
  0.3203527   0.4978758   0.59058977  0.03317624]",0.9204545454545454
328876,0.03125,"[ 0.99960044 -0.92913285  0.97097449 -0.27497515  0.7742361   0.99478033
 -0.98283157  0.87675611  0.05042356  0.04275533]",0.9204545454545454
161269,0.03125,"[-0.67363788 -0.94346163 -0.52287471  0.83095194 -0.92258642 -0.54147153
  0.67694534 -0.6366063  -0.5163118  -0.02795053]",0.9204545454545454
422522,0.03125,"[ 0.93216812  0.55000811 -0.58784635  0.08779257 -0.99733616  0.26995821
 -0.36060413 -0.13478951 -0.30591794 -0.05257981]",0.9431818181818182
858762,0.03125,"[-0.48265981 -0.79546843  0.18549041 -0.35822001  0.57388561  0.74062449
  0.50623649  0.91856614 -0.19336329  0.05125775]",0.9886363636363636
195498,0.03125,"[ 0.91436966 -0.30344719  0.90938506 -0.49539127  0.55824315 -0.70578075
  0.99709652  0.93176114 -0.05005416  0.03004779]",0.9431818181818182
167992,0.03125,"[ 0.93478258  0.56495141 -0.27637482  0.37949462 -0.90003051  0.34383733
 -0.65579184 -0.35305287 -0.37407054 -0.02836772]",0.9318181818181818
452798,0.03125,"[-0.33760717 -0.01355317 -0.04111761  0.9670123  -0.83864516  0.55311021
 -0.29323462 -0.99948059  0.17686272 -0.03265228]",0.9545454545454546
928982,0.03125,"[-0.98933801  0.63227567 -0.20519058 -0.19268944 -0.75717531  0.26067196
 -0.4546477  -0.77388477  0.1593532  -0.01832598]",0.9545454545454546
930767,0.03125,"[ 0.00561249  0.15035892 -0.73767816 -0.61455734 -0.61171753  0.99248638
 -0.45803902 -0.99855657 -0.28498564 -0.02669481]",0.9659090909090909
281191,0.03125,"[ 0.92708127  0.9831476   0.353747    0.1070801   0.74214348 -0.59878186
  0.85938948  0.76912551 -0.15751836  0.01712801]",0.9431818181818182
837153,0.03125,"[-0.55601255  0.54100481  0.31421828 -0.84535418  0.91960571 -0.36267563
 -0.21153322  0.77559801 -0.01525078  0.02459975]",0.9431818181818182
941851,0.125,"[-0.77621936  0.5503423  -0.08520714  0.69850735 -0.79218087  0.67283312
 -0.91200184 -0.76760804 -0.45760343 -0.15111051]",0.9431818181818182
936159,0.125,"[-0.5560884   0.45592636 -0.22252754  0.39930246  0.67463582  0.3764025
  0.45213182  0.96321557  0.99821734  0.12216912]",0.9545454545454546
118334,0.125,"[-0.54824127 -0.95269334 -0.93991252 -0.81404194  0.8071607   0.96502961
  0.587608    0.8922199  -0.03182932  0.01050568]",0.9204545454545454
