seed,C,x,acc
941851,0.03125,"[ 0.59618425 -0.24494307 -0.06825414 -0.52246884  0.26947167 -0.65186974
 -0.92201285  0.98445036  0.35448694 -0.15079357 -0.94969442 -0.65416133
 -0.07158365 -0.04776539]",0.965034965034965
936159,0.03125,"[ 0.24120126  0.08254014 -0.98702677  0.75357899  0.92435353  0.74190302
 -0.78729263 -0.28266762 -0.59616316  0.01022474 -0.09369955  0.30773662
 -0.16390162 -0.03924023]",0.986013986013986
118334,0.03125,"[-0.39137916 -0.4896666   0.77393378  0.99466177 -0.89201538  0.92443229
  0.91452863  0.89439974 -0.41886477  0.59717776  0.99374003  0.4275591
  0.01137955  0.04853419]",0.972027972027972
108183,0.03125,"[-0.46202061  0.85241029  0.75897603 -0.19496773  0.9542417   0.9724671
 -0.97542641 -0.59048374 -0.54623954  0.99541248 -0.76148711 -0.76186904
 -0.99589251 -0.15236001]",0.9790209790209791
479829,0.03125,"[-0.62670116  0.67993495 -0.0765134   0.72767266  0.99985829 -0.00884744
 -0.9714026  -0.92245499  0.98521465  0.25761108 -0.75669568 -0.10093039
 -0.41901404 -0.0459074 ]",0.9790209790209791
773980,0.03125,"[-0.70471397  0.92593352  0.37739298  0.71380948 -0.73036925 -0.89305296
 -0.58015282  0.00716816 -0.97745791  0.14999371 -0.16647305 -0.95367318
 -0.14751423 -0.1056505 ]",0.972027972027972
910215,0.03125,"[ 0.99588364 -0.98601986 -0.1572686   0.9099883   0.27779121  0.29404504
  0.85807184  0.78768277  0.93371506  0.96841291 -0.23067759  0.1361775
  0.0571006   0.0137659 ]",0.972027972027972
895438,0.03125,"[ 0.62649827  0.31307782 -0.81473126  0.1062189  -0.07992698 -0.3595611
 -0.99998785 -0.98766218 -0.89861253 -0.30560474  0.19721061 -0.996833
  0.00955251 -0.05536766]",0.986013986013986
228808,0.03125,"[ 0.5053466  -0.38529118  0.74370961  0.54391235 -0.03154179  0.49740332
 -0.68556505 -0.23317192 -0.34658024 -0.15674068 -0.3604968  -0.49345263
 -0.22875891 -0.02019301]",0.958041958041958
119632,0.03125,"[ 0.58947644  0.52401986 -0.86800625  0.59427382  0.38714522 -0.05742651
 -0.7186411  -0.72380846 -0.36295306 -0.29207614  0.07985562 -0.97163064
 -0.60907118 -0.03806979]",0.993006993006993
